INR,VKORC1 G alleles,VKORC1 A alleles,CYP2C9 1 alleles,CYP2C9 2 alleles,CYP2C9 3 alleles,Age,Dose
1.963964,1.0,0.0,1.0,0.0,0.0,71.0,8.5
1.9684684,1.0,0.0,1.0,0.0,0.0,71.0,8.5
1.972973,1.0,0.0,1.0,0.0,0.0,71.0,8.5
1.9774774,1.0,0.0,1.0,0.0,0.0,71.0,8.5
1.981982,1.0,0.0,1.0,0.0,0.0,71.0,8.5
1.9864864,1.0,0.0,1.0,0.0,0.0,71.0,8.5
1.990991,1.0,0.0,1.0,0.0,0.0,71.0,8.5
1.9954954,1.0,0.0,1.0,0.0,0.0,71.0,8.5
2.0,1.0,0.0,1.0,0.0,0.0,71.0,8.5
2.0045044,1.0,0.0,1.0,0.0,0.0,71.0,8.5
2.0090091,1.0,0.0,1.0,0.0,0.0,71.0,8.5
2.0135136,1.0,0.0,1.0,0.0,0.0,71.0,8.5
2.018018,1.0,0.0,1.0,0.0,0.0,71.0,8.5
2.0225224,1.0,0.0,1.0,0.0,0.0,71.0,8.5
2.0270271,1.0,0.0,1.0,0.0,0.0,71.0,8.0
2.0315316,1.0,0.0,1.0,0.0,0.0,71.0,8.0
2.036036,1.0,0.0,1.0,0.0,0.0,71.0,8.0
2.0405405,1.0,0.0,1.0,0.0,0.0,71.0,8.0
2.0450451,1.0,0.0,1.0,0.0,0.0,71.0,8.0
2.0495496,1.0,0.0,1.0,0.0,0.0,71.0,8.0
2.054054,1.0,0.0,1.0,0.0,0.0,71.0,8.0
2.0585585,1.0,0.0,1.0,0.0,0.0,71.0,8.0
2.0630631,1.0,0.0,1.0,0.0,0.0,71.0,8.0
2.0675676,1.0,0.0,1.0,0.0,0.0,71.0,8.0
2.072072,1.0,0.0,1.0,0.0,0.0,71.0,8.0
2.0765765,1.0,0.0,1.0,0.0,0.0,71.0,8.0
2.0810812,1.0,0.0,1.0,0.0,0.0,71.0,8.0
2.0855856,1.0,0.0,1.0,0.0,0.0,71.0,8.0
2.09009,1.0,0.0,1.0,0.0,0.0,71.0,8.0
2.0945945,1.0,0.0,1.0,0.0,0.0,71.0,8.0
2.0990992,1.0,0.0,1.0,0.0,0.0,71.0,8.0
2.1036036,1.0,0.0,1.0,0.0,0.0,71.0,8.0
2.108108,1.0,0.0,1.0,0.0,0.0,71.0,8.0
2.1126127,1.0,0.0,1.0,0.0,0.0,71.0,8.0
2.1171172,1.0,0.0,1.0,0.0,0.0,71.0,8.0
2.1216216,1.0,0.0,1.0,0.0,0.0,71.0,8.0
2.126126,1.0,0.0,1.0,0.0,0.0,71.0,8.0
2.1306307,1.0,0.0,1.0,0.0,0.0,71.0,8.0
2.1351352,1.0,0.0,1.0,0.0,0.0,71.0,8.0
2.1396396,1.0,0.0,1.0,0.0,0.0,71.0,8.0
2.144144,1.0,0.0,1.0,0.0,0.0,71.0,8.0
2.1486487,1.0,0.0,1.0,0.0,0.0,71.0,8.0
2.1531532,1.0,0.0,1.0,0.0,0.0,71.0,8.0
2.1576576,1.0,0.0,1.0,0.0,0.0,71.0,8.0
2.162162,1.0,0.0,1.0,0.0,0.0,71.0,8.0
2.1666667,1.0,0.0,1.0,0.0,0.0,71.0,8.0
2.1711712,1.0,0.0,1.0,0.0,0.0,71.0,8.0
2.1756756,1.0,0.0,1.0,0.0,0.0,71.0,8.0
2.18018,1.0,0.0,1.0,0.0,0.0,71.0,8.0
2.1846848,1.0,0.0,1.0,0.0,0.0,71.0,8.0
2.1891892,1.0,0.0,1.0,0.0,0.0,71.0,8.0
2.1936936,1.0,0.0,1.0,0.0,0.0,71.0,8.0
2.198198,1.0,0.0,1.0,0.0,0.0,71.0,8.0
2.2027028,1.0,0.0,1.0,0.0,0.0,71.0,8.0
2.2072072,1.0,0.0,1.0,0.0,0.0,71.0,8.0
2.2117116,1.0,0.0,1.0,0.0,0.0,71.0,6.0
2.2162163,1.0,0.0,1.0,0.0,0.0,71.0,6.0
2.2207208,1.0,0.0,1.0,0.0,0.0,71.0,6.0
2.2252252,1.0,0.0,1.0,0.0,0.0,71.0,6.0
2.2297297,1.0,0.0,1.0,0.0,0.0,71.0,6.0
2.2342343,1.0,0.0,1.0,0.0,0.0,71.0,6.0
2.2387388,1.0,0.0,1.0,0.0,0.0,71.0,6.0
2.2432432,1.0,0.0,1.0,0.0,0.0,71.0,6.0
2.2477477,1.0,0.0,1.0,0.0,0.0,71.0,6.0
2.2522523,1.0,0.0,1.0,0.0,0.0,71.0,6.0
2.2567568,1.0,0.0,1.0,0.0,0.0,71.0,6.0
2.2612612,1.0,0.0,1.0,0.0,0.0,71.0,6.0
2.2657657,1.0,0.0,1.0,0.0,0.0,71.0,6.0
2.2702703,1.0,0.0,1.0,0.0,0.0,71.0,6.0
2.2747748,1.0,0.0,1.0,0.0,0.0,71.0,6.0
2.2792792,1.0,0.0,1.0,0.0,0.0,71.0,6.0
2.2837837,1.0,0.0,1.0,0.0,0.0,71.0,6.0
2.2882884,1.0,0.0,1.0,0.0,0.0,71.0,6.0
2.2927928,1.0,0.0,1.0,0.0,0.0,71.0,6.0
2.2972972,1.0,0.0,1.0,0.0,0.0,71.0,6.0
2.301802,1.0,0.0,1.0,0.0,0.0,71.0,6.0
2.3063064,1.0,0.0,1.0,0.0,0.0,71.0,6.0
2.3108108,1.0,0.0,1.0,0.0,0.0,71.0,6.0
2.3153152,1.0,0.0,1.0,0.0,0.0,71.0,6.0
2.31982,1.0,0.0,1.0,0.0,0.0,71.0,6.0
2.3243244,1.0,0.0,1.0,0.0,0.0,71.0,6.0
2.3288288,1.0,0.0,1.0,0.0,0.0,71.0,6.0
2.3333333,1.0,0.0,1.0,0.0,0.0,71.0,6.0
2.337838,1.0,0.0,1.0,0.0,0.0,71.0,6.0
2.3423424,1.0,0.0,1.0,0.0,0.0,71.0,6.0
2.3468468,1.0,0.0,1.0,0.0,0.0,71.0,6.0
2.3513513,1.0,0.0,1.0,0.0,0.0,71.0,6.0
2.355856,1.0,0.0,1.0,0.0,0.0,71.0,6.0
2.3603604,1.0,0.0,1.0,0.0,0.0,71.0,6.0
2.3648648,1.0,0.0,1.0,0.0,0.0,71.0,6.0
2.3693693,1.0,0.0,1.0,0.0,0.0,71.0,6.0
2.373874,1.0,0.0,1.0,0.0,0.0,71.0,6.0
2.3783784,1.0,0.0,1.0,0.0,0.0,71.0,6.0
2.3828828,1.0,0.0,1.0,0.0,0.0,71.0,6.0
2.3873873,1.0,0.0,1.0,0.0,0.0,71.0,6.0
2.391892,1.0,0.0,1.0,0.0,0.0,71.0,6.0
2.3963964,1.0,0.0,1.0,0.0,0.0,71.0,6.0
2.4009008,1.0,0.0,1.0,0.0,0.0,71.0,6.0
2.4054055,1.0,0.0,1.0,0.0,0.0,71.0,6.0
2.40991,1.0,0.0,1.0,0.0,0.0,71.0,6.0
2.4144144,1.0,0.0,1.0,0.0,0.0,71.0,6.0
2.4189188,1.0,0.0,1.0,0.0,0.0,71.0,6.0
2.4234235,1.0,0.0,1.0,0.0,0.0,71.0,6.0
2.427928,1.0,0.0,1.0,0.0,0.0,71.0,6.0
2.4324324,1.0,0.0,1.0,0.0,0.0,71.0,6.0
2.4369369,1.0,0.0,1.0,0.0,0.0,71.0,6.0
2.4414415,1.0,0.0,1.0,0.0,0.0,71.0,6.0
2.445946,1.0,0.0,1.0,0.0,0.0,71.0,6.0
2.4504504,1.0,0.0,1.0,0.0,0.0,71.0,6.0
2.4549549,1.0,0.0,1.0,0.0,0.0,71.0,6.0
2.4594595,1.0,0.0,1.0,0.0,0.0,71.0,6.0
2.463964,1.0,0.0,1.0,0.0,0.0,71.0,6.0
2.4684684,1.0,0.0,1.0,0.0,0.0,71.0,6.0
2.4729729,1.0,0.0,1.0,0.0,0.0,71.0,6.0
2.4774776,1.0,0.0,1.0,0.0,0.0,71.0,5.5
2.481982,1.0,0.0,1.0,0.0,0.0,71.0,5.5
2.4864864,1.0,0.0,1.0,0.0,0.0,71.0,5.5
2.4909909,1.0,0.0,1.0,0.0,0.0,71.0,5.5
2.4954956,1.0,0.0,1.0,0.0,0.0,71.0,5.5
2.5,1.0,0.0,1.0,0.0,0.0,71.0,5.5
2.5045044,1.0,0.0,1.0,0.0,0.0,71.0,5.5
2.5090091,1.0,0.0,1.0,0.0,0.0,71.0,5.5
2.5135136,1.0,0.0,1.0,0.0,0.0,71.0,5.5
2.518018,1.0,0.0,1.0,0.0,0.0,71.0,5.5
2.5225224,1.0,0.0,1.0,0.0,0.0,71.0,5.5
2.5270271,1.0,0.0,1.0,0.0,0.0,71.0,5.5
2.5315316,1.0,0.0,1.0,0.0,0.0,71.0,5.5
2.536036,1.0,0.0,1.0,0.0,0.0,71.0,5.5
2.5405405,1.0,0.0,1.0,0.0,0.0,71.0,5.5
2.5450451,1.0,0.0,1.0,0.0,0.0,71.0,5.5
2.5495496,1.0,0.0,1.0,0.0,0.0,71.0,5.5
2.554054,1.0,0.0,1.0,0.0,0.0,71.0,5.5
2.5585585,1.0,0.0,1.0,0.0,0.0,71.0,5.5
2.5630631,1.0,0.0,1.0,0.0,0.0,71.0,5.5
2.5675676,1.0,0.0,1.0,0.0,0.0,71.0,5.5
2.572072,1.0,0.0,1.0,0.0,0.0,71.0,5.5
2.5765765,1.0,0.0,1.0,0.0,0.0,71.0,5.5
2.5810812,1.0,0.0,1.0,0.0,0.0,71.0,5.5
2.5855856,1.0,0.0,1.0,0.0,0.0,71.0,5.5
2.59009,1.0,0.0,1.0,0.0,0.0,71.0,5.5
2.5945945,1.0,0.0,1.0,0.0,0.0,71.0,5.5
2.5990992,1.0,0.0,1.0,0.0,0.0,71.0,5.5
2.6036036,1.0,0.0,1.0,0.0,0.0,71.0,5.5
2.608108,1.0,0.0,1.0,0.0,0.0,71.0,5.5
2.6126127,1.0,0.0,1.0,0.0,0.0,71.0,5.5
2.6171172,1.0,0.0,1.0,0.0,0.0,71.0,5.5
2.6216216,1.0,0.0,1.0,0.0,0.0,71.0,5.5
2.626126,1.0,0.0,1.0,0.0,0.0,71.0,5.5
2.6306307,1.0,0.0,1.0,0.0,0.0,71.0,5.5
2.6351352,1.0,0.0,1.0,0.0,0.0,71.0,5.5
2.6396396,1.0,0.0,1.0,0.0,0.0,71.0,5.5
2.644144,1.0,0.0,1.0,0.0,0.0,71.0,5.5
2.6486487,1.0,0.0,1.0,0.0,0.0,71.0,5.5
2.6531532,1.0,0.0,1.0,0.0,0.0,71.0,5.5
2.6576576,1.0,0.0,1.0,0.0,0.0,71.0,5.5
2.662162,1.0,0.0,1.0,0.0,0.0,71.0,5.5
2.6666667,1.0,0.0,1.0,0.0,0.0,71.0,5.5
2.6711712,1.0,0.0,1.0,0.0,0.0,71.0,5.5
2.6756756,1.0,0.0,1.0,0.0,0.0,71.0,5.5
2.68018,1.0,0.0,1.0,0.0,0.0,71.0,5.5
2.6846848,1.0,0.0,1.0,0.0,0.0,71.0,5.5
2.6891892,1.0,0.0,1.0,0.0,0.0,71.0,5.5
2.6936936,1.0,0.0,1.0,0.0,0.0,71.0,5.5
2.698198,1.0,0.0,1.0,0.0,0.0,71.0,5.5
2.7027028,1.0,0.0,1.0,0.0,0.0,71.0,5.5
2.7072072,1.0,0.0,1.0,0.0,0.0,71.0,5.5
2.7117116,1.0,0.0,1.0,0.0,0.0,71.0,5.5
2.7162163,1.0,0.0,1.0,0.0,0.0,71.0,5.5
2.7207208,1.0,0.0,1.0,0.0,0.0,71.0,5.5
2.7252252,1.0,0.0,1.0,0.0,0.0,71.0,5.5
2.7297297,1.0,0.0,1.0,0.0,0.0,71.0,5.5
2.7342343,1.0,0.0,1.0,0.0,0.0,71.0,5.5
2.7387388,1.0,0.0,1.0,0.0,0.0,71.0,5.5
2.7432432,1.0,0.0,1.0,0.0,0.0,71.0,5.5
2.7477477,1.0,0.0,1.0,0.0,0.0,71.0,5.5
2.7522523,1.0,0.0,1.0,0.0,0.0,71.0,5.5
2.7567568,1.0,0.0,1.0,0.0,0.0,71.0,5.5
2.7612612,1.0,0.0,1.0,0.0,0.0,71.0,5.5
2.7657657,1.0,0.0,1.0,0.0,0.0,71.0,5.5
2.7702703,1.0,0.0,1.0,0.0,0.0,71.0,5.5
2.7747748,1.0,0.0,1.0,0.0,0.0,71.0,5.5
2.7792792,1.0,0.0,1.0,0.0,0.0,71.0,5.5
2.7837837,1.0,0.0,1.0,0.0,0.0,71.0,5.5
2.7882884,1.0,0.0,1.0,0.0,0.0,71.0,5.5
2.7927928,1.0,0.0,1.0,0.0,0.0,71.0,5.5
2.7972972,1.0,0.0,1.0,0.0,0.0,71.0,5.5
2.801802,1.0,0.0,1.0,0.0,0.0,71.0,5.5
2.8063064,1.0,0.0,1.0,0.0,0.0,71.0,5.5
2.8108108,1.0,0.0,1.0,0.0,0.0,71.0,5.5
2.8153152,1.0,0.0,1.0,0.0,0.0,71.0,5.5
2.81982,1.0,0.0,1.0,0.0,0.0,71.0,5.5
2.8243244,1.0,0.0,1.0,0.0,0.0,71.0,5.5
2.8288288,1.0,0.0,1.0,0.0,0.0,71.0,5.5
2.8333333,1.0,0.0,1.0,0.0,0.0,71.0,5.5
2.837838,1.0,0.0,1.0,0.0,0.0,71.0,5.5
2.8423424,1.0,0.0,1.0,0.0,0.0,71.0,5.5
2.8468468,1.0,0.0,1.0,0.0,0.0,71.0,5.5
2.8513513,1.0,0.0,1.0,0.0,0.0,71.0,5.5
2.855856,1.0,0.0,1.0,0.0,0.0,71.0,5.5
2.8603604,1.0,0.0,1.0,0.0,0.0,71.0,5.5
2.8648648,1.0,0.0,1.0,0.0,0.0,71.0,4.5
2.8693693,1.0,0.0,1.0,0.0,0.0,71.0,4.5
2.873874,1.0,0.0,1.0,0.0,0.0,71.0,4.5
2.8783784,1.0,0.0,1.0,0.0,0.0,71.0,4.5
2.8828828,1.0,0.0,1.0,0.0,0.0,71.0,4.5
2.8873873,1.0,0.0,1.0,0.0,0.0,71.0,4.5
2.891892,1.0,0.0,1.0,0.0,0.0,71.0,4.5
2.8963964,1.0,0.0,1.0,0.0,0.0,71.0,4.5
2.9009008,1.0,0.0,1.0,0.0,0.0,71.0,4.5
2.9054055,1.0,0.0,1.0,0.0,0.0,71.0,4.5
2.90991,1.0,0.0,1.0,0.0,0.0,71.0,4.5
2.9144144,1.0,0.0,1.0,0.0,0.0,71.0,4.5
2.9189188,1.0,0.0,1.0,0.0,0.0,71.0,4.5
2.9234235,1.0,0.0,1.0,0.0,0.0,71.0,4.5
2.927928,1.0,0.0,1.0,0.0,0.0,71.0,4.5
2.9324324,1.0,0.0,1.0,0.0,0.0,71.0,4.5
2.9369369,1.0,0.0,1.0,0.0,0.0,71.0,4.5
2.9414415,1.0,0.0,1.0,0.0,0.0,71.0,4.5
2.945946,1.0,0.0,1.0,0.0,0.0,71.0,4.5
2.9504504,1.0,0.0,1.0,0.0,0.0,71.0,4.5
2.9549549,1.0,0.0,1.0,0.0,0.0,71.0,4.5
2.9594595,1.0,0.0,1.0,0.0,0.0,71.0,4.5
2.963964,1.0,0.0,1.0,0.0,0.0,71.0,4.5
2.9684684,1.0,0.0,1.0,0.0,0.0,71.0,4.5
2.9729729,1.0,0.0,1.0,0.0,0.0,71.0,4.5
2.9774776,1.0,0.0,1.0,0.0,0.0,71.0,4.5
2.981982,1.0,0.0,1.0,0.0,0.0,71.0,4.5
2.9864864,1.0,0.0,1.0,0.0,0.0,71.0,4.5
2.9909909,1.0,0.0,1.0,0.0,0.0,71.0,4.5
2.9954956,1.0,0.0,1.0,0.0,0.0,71.0,4.5
3.0,1.0,0.0,1.0,0.0,0.0,71.0,4.5
3.0045044,1.0,0.0,1.0,0.0,0.0,71.0,4.5
3.0090091,1.0,0.0,1.0,0.0,0.0,71.0,4.5
3.0135136,1.0,0.0,1.0,0.0,0.0,71.0,4.5
3.018018,1.0,0.0,1.0,0.0,0.0,71.0,4.5
3.0225224,1.0,0.0,1.0,0.0,0.0,71.0,4.5
3.0270271,1.0,0.0,1.0,0.0,0.0,71.0,4.5
3.0315316,1.0,0.0,1.0,0.0,0.0,71.0,4.5
3.036036,1.0,0.0,1.0,0.0,0.0,71.0,4.5
3.0405405,1.0,0.0,1.0,0.0,0.0,71.0,4.5
3.0450451,1.0,0.0,1.0,0.0,0.0,71.0,4.5
3.0495496,1.0,0.0,1.0,0.0,0.0,71.0,4.5
3.054054,1.0,0.0,1.0,0.0,0.0,71.0,4.5
3.0585585,1.0,0.0,1.0,0.0,0.0,71.0,4.5
3.0630631,1.0,0.0,1.0,0.0,0.0,71.0,4.5
3.0675676,1.0,0.0,1.0,0.0,0.0,71.0,4.5
3.072072,1.0,0.0,1.0,0.0,0.0,71.0,4.5
3.0765765,1.0,0.0,1.0,0.0,0.0,71.0,4.5
3.0810812,1.0,0.0,1.0,0.0,0.0,71.0,4.5
3.0855856,1.0,0.0,1.0,0.0,0.0,71.0,4.5
3.09009,1.0,0.0,1.0,0.0,0.0,71.0,4.5
3.0945945,1.0,0.0,1.0,0.0,0.0,71.0,4.5
3.0990992,1.0,0.0,1.0,0.0,0.0,71.0,4.5
3.1036036,1.0,0.0,1.0,0.0,0.0,71.0,4.5
3.108108,1.0,0.0,1.0,0.0,0.0,71.0,4.5
3.1126127,1.0,0.0,1.0,0.0,0.0,71.0,4.5
3.1171172,1.0,0.0,1.0,0.0,0.0,71.0,4.5
3.1216216,1.0,0.0,1.0,0.0,0.0,71.0,4.5
3.126126,1.0,0.0,1.0,0.0,0.0,71.0,4.5
3.1306307,1.0,0.0,1.0,0.0,0.0,71.0,4.5
3.1351352,1.0,0.0,1.0,0.0,0.0,71.0,4.5
3.1396396,1.0,0.0,1.0,0.0,0.0,71.0,4.5
3.144144,1.0,0.0,1.0,0.0,0.0,71.0,4.5
3.1486487,1.0,0.0,1.0,0.0,0.0,71.0,4.5
3.1531532,1.0,0.0,1.0,0.0,0.0,71.0,4.5
3.1576576,1.0,0.0,1.0,0.0,0.0,71.0,4.5
3.162162,1.0,0.0,1.0,0.0,0.0,71.0,4.5
3.1666667,1.0,0.0,1.0,0.0,0.0,71.0,4.5
3.1711712,1.0,0.0,1.0,0.0,0.0,71.0,4.5
3.1756756,1.0,0.0,1.0,0.0,0.0,71.0,4.5
3.18018,1.0,0.0,1.0,0.0,0.0,71.0,4.5
3.1846848,1.0,0.0,1.0,0.0,0.0,71.0,4.5
3.1891892,1.0,0.0,1.0,0.0,0.0,71.0,4.5
3.1936936,1.0,0.0,1.0,0.0,0.0,71.0,4.5
3.198198,1.0,0.0,1.0,0.0,0.0,71.0,4.5
3.2027028,1.0,0.0,1.0,0.0,0.0,71.0,4.5
3.2072072,1.0,0.0,1.0,0.0,0.0,71.0,4.5
3.2117116,1.0,0.0,1.0,0.0,0.0,71.0,4.5
3.2162163,1.0,0.0,1.0,0.0,0.0,71.0,4.5
3.2207208,1.0,0.0,1.0,0.0,0.0,71.0,4.5
3.2252252,1.0,0.0,1.0,0.0,0.0,71.0,4.5
3.2297297,1.0,0.0,1.0,0.0,0.0,71.0,4.5
3.2342343,1.0,0.0,1.0,0.0,0.0,71.0,4.5
3.2387388,1.0,0.0,1.0,0.0,0.0,71.0,4.5
3.2432432,1.0,0.0,1.0,0.0,0.0,71.0,4.5
3.2477477,1.0,0.0,1.0,0.0,0.0,71.0,4.5
3.2522523,1.0,0.0,1.0,0.0,0.0,71.0,4.5
3.2567568,1.0,0.0,1.0,0.0,0.0,71.0,4.5
3.2612612,1.0,0.0,1.0,0.0,0.0,71.0,4.5
3.2657657,1.0,0.0,1.0,0.0,0.0,71.0,4.5
3.2702703,1.0,0.0,1.0,0.0,0.0,71.0,4.5
3.2747748,1.0,0.0,1.0,0.0,0.0,71.0,4.5
3.2792792,1.0,0.0,1.0,0.0,0.0,71.0,4.5
3.2837837,1.0,0.0,1.0,0.0,0.0,71.0,4.5
3.2882884,1.0,0.0,1.0,0.0,0.0,71.0,4.5
3.2927928,1.0,0.0,1.0,0.0,0.0,71.0,4.5
3.2972972,1.0,0.0,1.0,0.0,0.0,71.0,4.5
3.301802,1.0,0.0,1.0,0.0,0.0,71.0,4.5
3.3063064,1.0,0.0,1.0,0.0,0.0,71.0,4.5
3.3108108,1.0,0.0,1.0,0.0,0.0,71.0,4.5
3.3153152,1.0,0.0,1.0,0.0,0.0,71.0,4.5
3.31982,1.0,0.0,1.0,0.0,0.0,71.0,4.5
3.3243244,1.0,0.0,1.0,0.0,0.0,71.0,4.5
3.3288288,1.0,0.0,1.0,0.0,0.0,71.0,4.5
3.3333333,1.0,0.0,1.0,0.0,0.0,71.0,4.5
3.337838,1.0,0.0,1.0,0.0,0.0,71.0,4.5
3.3423424,1.0,0.0,1.0,0.0,0.0,71.0,4.5
3.3468468,1.0,0.0,1.0,0.0,0.0,71.0,4.5
3.3513513,1.0,0.0,1.0,0.0,0.0,71.0,4.5
3.355856,1.0,0.0,1.0,0.0,0.0,71.0,4.5
3.3603604,1.0,0.0,1.0,0.0,0.0,71.0,4.5
3.3648648,1.0,0.0,1.0,0.0,0.0,71.0,4.5
3.3693693,1.0,0.0,1.0,0.0,0.0,71.0,4.5
3.373874,1.0,0.0,1.0,0.0,0.0,71.0,4.5
3.3783784,1.0,0.0,1.0,0.0,0.0,71.0,4.5
3.3828828,1.0,0.0,1.0,0.0,0.0,71.0,4.5
3.3873873,1.0,0.0,1.0,0.0,0.0,71.0,4.5
3.391892,1.0,0.0,1.0,0.0,0.0,71.0,4.5
3.3963964,1.0,0.0,1.0,0.0,0.0,71.0,4.5
3.4009008,1.0,0.0,1.0,0.0,0.0,71.0,4.5
3.4054055,1.0,0.0,1.0,0.0,0.0,71.0,4.5
3.40991,1.0,0.0,1.0,0.0,0.0,71.0,4.5
3.4144144,1.0,0.0,1.0,0.0,0.0,71.0,4.5
3.4189188,1.0,0.0,1.0,0.0,0.0,71.0,4.5
3.4234235,1.0,0.0,1.0,0.0,0.0,71.0,4.5
3.427928,1.0,0.0,1.0,0.0,0.0,71.0,4.5
3.4324324,1.0,0.0,1.0,0.0,0.0,71.0,4.5
3.4369369,1.0,0.0,1.0,0.0,0.0,71.0,4.5
3.4414415,1.0,0.0,1.0,0.0,0.0,71.0,4.5
3.445946,1.0,0.0,1.0,0.0,0.0,71.0,4.5
3.4504504,1.0,0.0,1.0,0.0,0.0,71.0,4.5
3.4549549,1.0,0.0,1.0,0.0,0.0,71.0,4.5
3.4594595,1.0,0.0,1.0,0.0,0.0,71.0,4.5
3.463964,1.0,0.0,1.0,0.0,0.0,71.0,4.5
3.4684684,1.0,0.0,1.0,0.0,0.0,71.0,4.5
3.4729729,1.0,0.0,1.0,0.0,0.0,71.0,4.5
